,time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
909,2024-09-15T05:16:08.086Z,13.1845,-89.8242,56.752,4.7,mb,221.0,129.0,0.593,0.56,us,us7000ndxj,2024-09-15T12:33:29.586Z,"45 km S of Acajutla, El Salvador",earthquake,5.52,5.632,0.025,487.0,reviewed,us,us
910,2024-09-15T05:10:42.927Z,13.2039,-89.95,56.397,4.2,mb,25.0,220.0,0.662,0.92,us,us7000ng81,2024-09-26T12:56:35.483Z,"45 km SSW of Acajutla, El Salvador",earthquake,6.92,10.928,0.136,15.0,reviewed,us,us
911,2024-09-15T04:58:36.474Z,13.2732,-89.7691,57.284,5.2,mww,98.0,112.0,0.49,1.16,us,us7000ndx1,2024-10-08T13:36:16.040Z,"35 km S of Acajutla, El Salvador",earthquake,6.03,4.945,0.053,34.0,reviewed,us,us
913,2024-09-15T04:35:08.349Z,25.9292,125.0997,167.192,4.4,mb,30.0,135.0,1.731,0.78,us,us7000ndwr,2024-09-15T05:17:36.040Z,"126 km N of Hirara, Japan",earthquake,4.81,12.829,0.095,32.0,reviewed,us,us
914,2024-09-15T04:31:51.841Z,-20.4699,-177.8006,536.926,4.3,mb,35.0,63.0,2.527,0.66,us,us7000ndwt,2024-09-15T04:51:41.040Z,"271 km WNW of Houma, Tonga",earthquake,13.67,8.822,0.108,28.0,reviewed,us,us
915,2024-09-15T04:13:39.096Z,22.5936,144.1446,33.92,4.6,mb,57.0,78.0,4.823,0.86,us,us7000ng84,2024-09-26T02:01:36.040Z,"Volcano Islands, Japan region",earthquake,9.42,4.971,0.092,38.0,reviewed,us,us
916,2024-09-15T03:34:50.975Z,-6.9253,154.8764,10.0,4.4,mb,35.0,51.0,3.849,0.95,us,us7000ng80,2024-09-26T01:31:48.040Z,"95 km SW of Panguna, Papua New Guinea",earthquake,7.13,1.696,0.118,22.0,reviewed,us,us
917,2024-09-15T02:54:59.218Z,-27.3943,-67.2098,141.194,4.8,mww,72.0,29.0,2.797,1.11,us,us7000ndvy,2024-09-15T03:13:04.040Z,"25 km NW of La Puerta de San José, Argentina",earthquake,6.27,5.736,0.063,24.0,reviewed,us,us
918,2024-09-15T02:25:06.000Z,19.3873333333333,-155.2595,0.31,4.3,ml,59.0,38.0,0.007941,0.12,hv,hv74460211,2024-09-16T15:27:13.925Z,"6 km SSW of Volcano, Hawaii",earthquake,0.11,0.11,0.2519981428886,40.0,reviewed,hv,hv
919,2024-09-15T02:00:16.390Z,13.1729,-89.8703,45.523,4.6,mb,74.0,142.0,0.63,0.98,us,us7000ndvl,2024-09-15T05:33:58.365Z,"46 km S of Acajutla, El Salvador",earthquake,6.95,7.054,0.029,369.0,reviewed,us,us
920,2024-09-15T01:46:18.274Z,-17.1702,-179.0938,548.795,4.1,mb,31.0,71.0,2.783,0.44,us,us7000ng7z,2024-09-26T01:17:11.040Z,"183 km ESE of Labasa, Fiji",earthquake,10.9,6.608,0.145,14.0,reviewed,us,us
921,2024-09-15T01:42:00.054Z,25.9698,128.4673,17.403,4.5,mb,27.0,79.0,0.88,1.05,us,us7000ng7y,2024-09-26T01:09:39.040Z,"71 km SE of Katsuren-haebaru, Japan",earthquake,4.78,5.436,0.15,13.0,reviewed,us,us
926,2024-09-14T21:37:37.572Z,1.8765,99.0249,128.062,5.1,mb,146.0,43.0,0.818,0.9,us,us7000ndur,2024-10-05T02:21:34.401Z,"31 km ENE of Sibolga, Indonesia",earthquake,2.66,4.737,0.052,119.0,reviewed,us,us
928,2024-09-14T19:49:32.310Z,-4.6881,101.8316,40.862,4.4,mb,29.0,155.0,1.167,0.9,us,us7000ndue,2024-09-14T21:45:53.040Z,"109 km SSW of Bengkulu, Indonesia",earthquake,10.64,8.663,0.126,18.0,reviewed,us,us
929,2024-09-14T19:40:57.795Z,38.4694,142.1149,44.186,4.7,mb,52.0,135.0,2.455,0.65,us,us7000nduc,2024-09-14T21:36:53.040Z,"58 km E of Onagawa Chō, Japan",earthquake,9.71,7.539,0.073,58.0,reviewed,us,us
931,2024-09-14T18:47:43.889Z,42.7998,7.2282,10.133,4.3,mb,40.0,96.0,3.027,0.78,us,us7000ndu7,2024-09-15T10:25:28.486Z,"68 km SE of Ramatuelle, France",earthquake,3.44,4.664,0.129,20.0,reviewed,us,us
933,2024-09-14T18:21:42.777Z,29.9671,82.1727,17.214,4.4,mb,28.0,83.0,3.476,0.75,us,us7000ndu2,2024-09-14T20:17:51.040Z,"76 km N of Jumla, Nepal",earthquake,8.24,5.05,0.117,22.0,reviewed,us,us
939,2024-09-14T14:33:42.451Z,54.6985,-156.8246,0.9,4.3,ml,,,,0.6,ak,ak024bux6req,2024-09-27T15:33:33.040Z,"199 km SE of Perryville, Alaska",earthquake,,1.6,,,reviewed,ak,ak
941,2024-09-14T11:41:32.523Z,13.0321,144.1907,10.0,5.5,mww,64.0,59.0,2.684,0.84,us,us7000ndsf,2024-10-06T11:51:41.107Z,"57 km WSW of Merizo Village, Guam",earthquake,4.42,1.871,0.056,31.0,reviewed,us,us
944,2024-09-14T10:56:45.448Z,6.213,92.2149,10.0,4.9,mb,59.0,139.0,4.809,0.78,us,us7000nds7,2024-10-06T12:13:29.040Z,"Nicobar Islands, India region",earthquake,10.33,1.894,0.071,62.0,reviewed,us,us
947,2024-09-14T08:02:35.945Z,-32.3495,-71.6457,59.348,4.3,mb,28.0,156.0,0.646,0.39,us,us7000ndrp,2024-10-06T06:31:17.040Z,"40 km WNW of La Ligua, Chile",earthquake,4.58,6.878,0.161,11.0,reviewed,us,us
950,2024-09-14T06:34:37.731Z,-18.2171,-177.995,617.579,4.3,mb,53.0,80.0,3.889,0.51,us,us7000ndre,2024-10-06T05:40:50.040Z,"284 km E of Levuka, Fiji",earthquake,15.7,9.647,0.078,46.0,reviewed,us,us
953,2024-09-14T04:46:07.123Z,42.7119,142.6005,110.211,4.4,mb,60.0,94.0,0.809,0.6,us,us7000ndqy,2024-09-14T05:18:49.040Z,"35 km SSE of Shimukappu, Japan",earthquake,7.96,5.219,0.066,67.0,reviewed,us,us
957,2024-09-14T03:20:32.305Z,-34.2363,-178.9524,10.0,5.0,mb,35.0,79.0,3.995,0.79,us,us7000ndqm,2024-09-14T03:45:49.040Z,south of the Kermadec Islands,earthquake,10.7,1.83,0.111,33.0,reviewed,us,us
958,2024-09-14T03:08:01.343Z,11.0748,138.7083,10.0,4.7,mb,28.0,126.0,13.645,0.7,us,us7000ndqz,2024-09-14T12:26:48.772Z,"183 km NNE of Colonia, Micronesia",earthquake,14.81,1.894,0.104,28.0,reviewed,us,us
960,2024-09-14T02:03:00.796Z,-15.2992,168.1535,12.264,5.1,mww,54.0,101.0,6.389,0.8,us,us7000ndq3,2024-10-08T12:06:51.040Z,"109 km ENE of Luganville, Vanuatu",earthquake,8.22,4.875,0.11,8.0,reviewed,us,us
961,2024-09-14T01:31:07.648Z,-8.8371,115.4638,115.533,4.6,mb,21.0,74.0,1.347,0.84,us,us7000ndpv,2024-09-21T11:23:59.131Z,"25 km E of Nusa Dua, Indonesia",earthquake,7.91,7.391,0.141,16.0,reviewed,us,us
962,2024-09-13T23:59:34.961Z,23.9365,123.3157,39.742,4.9,mb,100.0,88.0,0.597,0.65,us,us7000ndpm,2024-10-07T23:20:57.524Z,"66 km SSE of Yonakuni, Japan",earthquake,5.09,5.801,0.066,73.0,reviewed,us,us
964,2024-09-13T23:03:40.794Z,29.8062,130.9105,26.133,5.7,mww,303.0,18.0,1.743,0.48,us,us7000ndp6,2024-10-07T18:10:05.023Z,"59 km SE of Koshima, Japan",earthquake,6.41,3.426,0.048,42.0,reviewed,us,us
966,2024-09-13T22:01:47.977Z,17.8693,119.7185,10.0,4.7,mb,72.0,113.0,5.086,0.7,us,us7000ndp1,2024-10-07T02:38:00.040Z,"71 km WNW of Puro Pinget, Philippines",earthquake,11.66,1.885,0.072,58.0,reviewed,us,us
967,2024-09-13T22:00:03.171Z,-9.1722,110.332,35.0,4.7,mb,62.0,48.0,2.112,0.71,us,us7000ndns,2024-10-07T02:26:15.040Z,"134 km S of Pundong, Indonesia",earthquake,3.14,1.86,0.079,49.0,reviewed,us,us
968,2024-09-13T21:59:29.816Z,39.8938,141.2935,93.136,4.4,mb,28.0,164.0,0.912,0.83,us,us7000ndnt,2024-10-07T02:12:40.040Z,"14 km E of Hachimantai, Japan",earthquake,4.26,8.604,0.148,14.0,reviewed,us,us
969,2024-09-13T21:21:09.216Z,13.0997,-89.9087,35.0,4.9,mww,141.0,149.0,0.71,0.79,us,us7000ndnm,2024-10-07T02:05:54.807Z,"55 km S of Acajutla, El Salvador",earthquake,4.86,1.917,0.061,26.0,reviewed,us,us
970,2024-09-13T20:46:40.191Z,47.0477,152.8778,66.729,4.4,mb,84.0,164.0,6.812,0.53,us,us7000ndnb,2024-09-13T21:58:34.040Z,Kuril Islands,earthquake,10.93,7.844,0.065,72.0,reviewed,us,us
971,2024-09-13T18:51:47.774Z,-6.4131,148.7031,77.104,4.7,mb,82.0,106.0,3.342,0.81,us,us7000ndmk,2024-09-13T19:33:25.040Z,"96 km E of Finschhafen, Papua New Guinea",earthquake,8.82,7.029,0.066,75.0,reviewed,us,us
972,2024-09-13T18:29:54.200Z,31.5125,86.5605,17.731,4.9,mb,116.0,35.0,3.864,0.65,us,us7000ndmh,2024-09-14T18:42:14.671Z,"274 km NNE of Saga, China",earthquake,9.07,4.046,0.051,129.0,reviewed,us,us
974,2024-09-13T17:32:15.692Z,41.2202,78.3458,13.745,4.4,mb,58.0,128.0,0.651,0.97,us,us7000ndlx,2024-09-13T21:45:42.040Z,"127 km SSE of Kyzyl-Suu, Kyrgyzstan",earthquake,4.06,4.479,0.083,44.0,reviewed,us,us
975,2024-09-13T17:31:24.012Z,4.9502,126.7695,64.535,4.7,mb,100.0,83.0,2.416,0.65,us,us7000ndlv,2024-09-13T19:00:10.040Z,"153 km ESE of Sarangani, Philippines",earthquake,7.98,7.326,0.056,104.0,reviewed,us,us
976,2024-09-13T17:19:49.577Z,-9.2629,110.3796,35.0,4.6,mb,72.0,57.0,2.2,1.02,us,us7000ndlt,2024-09-13T18:10:46.040Z,"145 km S of Pundong, Indonesia",earthquake,6.31,1.899,0.07,69.0,reviewed,us,us
977,2024-09-13T15:15:10.396Z,-13.4652,-74.7429,88.926,4.8,mb,31.0,131.0,2.52,0.94,us,us7000ndl4,2024-09-27T15:38:32.040Z,"28 km NW of Vilcanchos, Peru",earthquake,10.03,8.12,0.045,155.0,reviewed,us,us
978,2024-09-13T12:27:23.480Z,33.6788,85.299,10.0,4.6,mb,51.0,92.0,5.86,0.82,us,us7000ndi0,2024-10-07T02:09:31.040Z,western Xizang,earthquake,10.15,1.905,0.097,32.0,reviewed,us,us
983,2024-09-13T10:01:08.259Z,33.7848,82.1484,10.0,4.6,mb,81.0,73.0,6.544,0.77,us,us7000ndhb,2024-09-13T11:10:13.040Z,"297 km S of Aqqan, China",earthquake,2.94,1.862,0.073,60.0,reviewed,us,us
984,2024-09-13T09:48:46.240Z,-18.0215,-178.609,617.128,4.4,mb,34.0,66.0,3.191,0.87,us,us7000ndh8,2024-09-15T09:41:23.040Z,"219 km E of Levuka, Fiji",earthquake,15.55,11.148,0.112,23.0,reviewed,us,us
985,2024-09-13T09:22:52.518Z,11.6975,95.0257,10.0,4.7,mb,72.0,57.0,4.726,0.68,us,us7000ndh5,2024-09-13T10:40:42.040Z,"248 km E of Port Blair, India",earthquake,8.64,1.847,0.074,56.0,reviewed,us,us
987,2024-09-13T08:23:57.459Z,-35.1626,-179.3358,13.248,5.0,mww,30.0,59.0,3.059,0.96,us,us7000ndgu,2024-10-01T12:26:15.040Z,east of the North Island of New Zealand,earthquake,13.53,5.678,0.075,17.0,reviewed,us,us
988,2024-09-13T07:49:50.957Z,21.6136,143.7938,190.411,4.5,mb,50.0,115.0,5.651,0.92,us,us7000ndgn,2024-09-13T08:23:52.040Z,Mariana Islands region,earthquake,11.76,8.461,0.071,58.0,reviewed,us,us
989,2024-09-13T06:33:49.388Z,4.5327,126.5069,79.356,5.1,mb,72.0,80.0,2.684,1.12,us,us7000ndg9,2024-09-13T06:50:46.040Z,"150 km SE of Sarangani, Philippines",earthquake,8.4,6.636,0.067,73.0,reviewed,us,us
990,2024-09-13T04:59:32.957Z,23.9065,121.7356,23.768,4.6,mb,51.0,78.0,0.651,0.76,us,us7000ndfw,2024-09-13T06:01:37.040Z,"15 km ESE of Hualien City, Taiwan",earthquake,2.45,5.293,0.096,32.0,reviewed,us,us
992,2024-09-13T04:05:56.855Z,-24.0213,-66.8655,196.523,4.3,mb,24.0,73.0,2.728,0.64,us,us7000ndfn,2024-09-13T21:18:30.040Z,"59 km WNW of San Antonio de los Cobres, Argentina",earthquake,10.23,10.411,0.168,10.0,reviewed,us,us
993,2024-09-13T02:42:20.449Z,-6.3182,130.4268,146.461,4.4,mb,28.0,104.0,1.858,0.74,us,us7000ndfg,2024-09-13T03:07:40.040Z,"268 km WSW of Tual, Indonesia",earthquake,11.09,8.591,0.117,21.0,reviewed,us,us
994,2024-09-13T02:03:01.744Z,-24.0842,-67.0799,185.421,4.5,mb,25.0,69.0,2.524,0.58,us,us7000ndf6,2024-09-13T02:18:38.040Z,"78 km W of San Antonio de los Cobres, Argentina",earthquake,4.96,11.432,0.15,13.0,reviewed,us,us
995,2024-09-13T00:11:03.614Z,15.5964,-94.4815,45.245,4.3,mb,24.0,178.0,2.356,0.4,us,us7000ndeg,2024-09-13T05:17:37.040Z,"72 km SSE of San Francisco del Mar Viejo, Mexico",earthquake,9.32,15.709,0.07,57.0,reviewed,us,us
996,2024-09-12T23:51:25.685Z,-22.5521,-68.5046,106.858,4.7,mb,69.0,48.0,0.998,0.49,us,us7000ndee,2024-09-13T05:08:01.040Z,"44 km ESE of Calama, Chile",earthquake,5.92,7.292,0.079,50.0,reviewed,us,us
997,2024-09-12T23:48:14.614Z,30.9497,141.3197,20.975,5.2,mb,109.0,27.0,2.509,0.7,us,us7000nded,2024-09-30T12:23:56.040Z,"Izu Islands, Japan region",earthquake,8.2,3.857,0.03,376.0,reviewed,us,us
999,2024-09-12T23:27:20.609Z,-8.0941,-77.8491,57.734,4.5,mb,39.0,132.0,3.994,0.51,us,us7000nde8,2024-09-13T03:31:51.040Z,"15 km WSW of Sitabamba, Peru",earthquake,8.94,9.415,0.112,23.0,reviewed,us,us
1002,2024-09-12T22:06:45.684Z,17.8635,119.6665,18.166,4.7,mb,45.0,114.0,5.104,0.58,us,us7000nddg,2024-09-13T01:44:00.040Z,"76 km WNW of Puro Pinget, Philippines",earthquake,9.68,4.352,0.065,71.0,reviewed,us,us
1003,2024-09-12T22:04:17.336Z,31.7488,85.2827,10.0,4.4,mb,42.0,103.0,3.935,0.67,us,us7000nddf,2024-09-13T01:33:26.040Z,"268 km N of Saga, China",earthquake,10.69,1.922,0.102,28.0,reviewed,us,us
1006,2024-09-12T21:07:06.516Z,11.6268,-85.9199,163.008,4.3,mb,25.0,156.0,0.61,0.64,us,us7000ndd6,2024-09-13T01:28:16.040Z,"14 km NNW of Belén, Nicaragua",earthquake,8.56,5.68,0.188,8.0,reviewed,us,us
1007,2024-09-12T20:28:36.797Z,-22.427,173.4615,50.601,4.6,mb,36.0,133.0,5.564,0.5,us,us7000ndg6,2024-09-27T16:17:41.040Z,southeast of the Loyalty Islands,earthquake,6.67,7.217,0.107,26.0,reviewed,us,us
1009,2024-09-12T19:23:57.195Z,-5.4802,146.951,190.247,4.6,mb,58.0,92.0,3.439,0.6,us,us7000ndcl,2024-09-27T16:05:18.128Z,"132 km ESE of Madang, Papua New Guinea",earthquake,4.68,7.177,0.075,53.0,reviewed,us,us
1010,2024-09-12T18:59:00.531Z,-34.7322,-179.0779,10.0,4.7,mb,27.0,168.0,3.529,1.02,us,us7000ndcj,2024-09-27T15:57:15.040Z,south of the Kermadec Islands,earthquake,10.02,1.938,0.123,20.0,reviewed,us,us
1011,2024-09-12T18:00:45.215Z,-17.8824,-178.523,589.344,4.4,mb,54.0,120.0,3.265,0.92,us,us7000ndc7,2024-09-27T15:49:29.040Z,"229 km E of Levuka, Fiji",earthquake,13.38,8.653,0.072,56.0,reviewed,us,us
1020,2024-09-12T14:28:21.610Z,34.0565,-118.8126667,11.35,4.69,mw,145.0,101.0,0.03238,0.29,ci,ci40731623,2024-10-07T14:38:31.997Z,"6 km N of Malibu, CA",earthquake,0.23,0.34,,6.0,reviewed,ci,ci
1021,2024-09-12T13:59:32.788Z,27.5357,141.8488,44.755,4.7,mb,50.0,102.0,0.53,0.97,us,us7000nda5,2024-09-27T15:44:51.040Z,"Bonin Islands, Japan region",earthquake,8.82,7.828,0.078,50.0,reviewed,us,us
1024,2024-09-12T08:34:33.240Z,6.6837,-74.8171,76.378,4.4,mwr,51.0,61.0,0.86,0.79,us,us7000nd8m,2024-10-03T09:03:53.151Z,"2 km ENE of Yalí, Colombia",earthquake,7.98,9.233,0.089,12.0,reviewed,us,us
1025,2024-09-12T07:39:53.799Z,17.9311,40.0637,10.0,4.9,mb,89.0,112.0,13.924,0.46,us,us7000nd8g,2024-10-03T09:00:19.040Z,"225 km WSW of Bariq, Saudi Arabia",earthquake,5.72,1.861,0.065,73.0,reviewed,us,us
1026,2024-09-12T07:39:28.651Z,17.498,39.8379,10.0,4.4,mb,46.0,249.0,14.281,0.72,us,us7000nd8h,2024-10-03T08:56:39.286Z,"212 km N of Massawa, Eritrea",earthquake,17.01,2.006,0.086,39.0,reviewed,us,us
1028,2024-09-12T06:46:13.194Z,17.8945,40.1074,10.0,4.9,mb,78.0,112.0,13.971,0.65,us,us7000nd8a,2024-10-03T08:50:41.040Z,"224 km WSW of Bariq, Saudi Arabia",earthquake,6.94,1.89,0.069,67.0,reviewed,us,us
1030,2024-09-12T06:20:56.984Z,17.8189,40.1609,10.0,4.7,mb,54.0,186.0,14.057,0.75,us,us7000nd83,2024-10-03T08:44:52.040Z,"222 km W of Ad Darb, Saudi Arabia",earthquake,13.41,1.96,0.086,41.0,reviewed,us,us
1031,2024-09-12T06:20:23.069Z,12.0204,143.8022,10.0,5.1,mb,73.0,86.0,3.734,0.68,us,us7000nd8k,2024-10-07T06:30:31.458Z,"166 km SW of Merizo Village, Guam",earthquake,11.18,1.882,0.074,60.0,reviewed,us,us
1035,2024-09-12T04:09:00.646Z,41.9385,142.3428,66.986,4.4,mb,20.0,105.0,0.612,0.4,us,us7000nd7u,2024-10-05T01:58:13.040Z,"43 km WSW of Urakawa, Japan",earthquake,5.25,7.184,0.162,11.0,reviewed,us,us
1036,2024-09-12T03:25:14.472Z,-8.7346,110.1729,81.185,4.3,mb,20.0,72.0,1.695,0.68,us,us7000nd7p,2024-10-05T01:47:13.040Z,"87 km S of Bambanglipuro, Indonesia",earthquake,7.98,8.971,0.142,14.0,reviewed,us,us
1042,2024-09-11T22:31:50.443Z,-21.5303,-179.2063,601.587,4.5,mb,60.0,83.0,3.748,0.81,us,us7000nd6q,2024-10-06T22:43:08.040Z,Fiji region,earthquake,10.91,7.725,0.082,44.0,reviewed,us,us
1043,2024-09-11T21:22:54.284Z,-15.2733,168.1897,10.0,4.4,mb,23.0,158.0,6.43,0.76,us,us7000nd65,2024-10-06T21:40:22.040Z,"113 km ENE of Luganville, Vanuatu",earthquake,12.03,1.932,0.118,21.0,reviewed,us,us
1044,2024-09-11T21:15:49.227Z,24.1544,122.1415,40.537,4.3,mwr,48.0,65.0,0.852,0.8,us,us7000nd5x,2024-10-06T19:35:01.390Z,"58 km ENE of Hualien City, Taiwan",earthquake,4.16,6.503,0.078,16.0,reviewed,us,us
1045,2024-09-11T20:44:48.400Z,-15.265,168.5578,10.0,4.5,mb,21.0,208.0,6.645,0.92,us,us7000nd5w,2024-10-03T16:39:56.040Z,"152 km E of Luganville, Vanuatu",earthquake,14.49,1.949,0.14,17.0,reviewed,us,us
1046,2024-09-11T20:36:25.676Z,-15.263,168.1901,17.258,4.9,mb,49.0,63.0,6.439,0.73,us,us7000nd5u,2024-10-03T16:36:32.040Z,"113 km ENE of Luganville, Vanuatu",earthquake,10.96,3.739,0.086,42.0,reviewed,us,us
1047,2024-09-11T19:52:23.809Z,-15.2249,168.1888,16.108,5.0,mb,51.0,74.0,6.469,0.84,us,us7000nd5k,2024-10-03T16:33:16.040Z,"114 km ENE of Luganville, Vanuatu",earthquake,10.58,3.938,0.078,52.0,reviewed,us,us
1048,2024-09-11T19:22:55.878Z,-15.257,168.0658,18.766,5.8,mww,114.0,26.0,6.376,0.86,us,us7000nd53,2024-10-07T18:34:29.159Z,"101 km ENE of Luganville, Vanuatu",earthquake,10.11,3.422,0.048,42.0,reviewed,us,us
1049,2024-09-11T18:47:00.044Z,-15.3187,167.967,35.646,5.0,mb,67.0,49.0,6.272,0.66,us,us7000nd4v,2024-10-03T16:04:23.040Z,"89 km ENE of Luganville, Vanuatu",earthquake,8.47,5.632,0.073,60.0,reviewed,us,us
1051,2024-09-11T18:17:57.405Z,-15.2867,168.2834,10.0,5.7,mww,154.0,50.0,6.471,1.0,us,us7000nd4s,2024-10-03T16:01:15.120Z,"123 km ENE of Luganville, Vanuatu",earthquake,8.54,1.763,0.056,31.0,reviewed,us,us
1052,2024-09-11T18:01:52.807Z,-8.0279,117.2215,9.974,4.6,mb,42.0,70.0,3.07,0.52,us,us7000nd4r,2024-10-03T15:38:33.702Z,"51 km NW of Pototano, Indonesia",earthquake,8.04,5.272,0.107,26.0,reviewed,us,us
1053,2024-09-11T17:38:17.045Z,18.7518,145.5878,172.645,4.6,mb,93.0,31.0,3.497,1.02,us,us7000nd4k,2024-10-03T15:36:14.040Z,"Pagan region, Northern Mariana Islands",earthquake,10.14,5.759,0.041,174.0,reviewed,us,us
1055,2024-09-11T16:46:05.054Z,-3.2871,146.4088,8.0,6.3,mww,145.0,79.0,1.562,1.21,us,us7000nd4f,2024-10-07T18:31:40.491Z,"168 km SW of Lorengau, Papua New Guinea",earthquake,7.41,1.799,0.047,43.0,reviewed,us,us
1056,2024-09-11T16:12:03.088Z,-27.8454,-179.7557,424.732,4.6,mb,73.0,76.0,2.128,0.81,us,us7000nd3i,2024-10-04T23:58:25.040Z,Kermadec Islands region,earthquake,13.48,5.117,0.065,70.0,reviewed,us,us
1057,2024-09-11T16:04:05.774Z,42.9834,145.4184,47.786,4.4,mb,76.0,176.0,1.932,0.59,us,us7000nd3f,2024-10-04T23:52:40.144Z,"39 km SSW of Nemuro, Japan",earthquake,8.77,6.0,0.071,57.0,reviewed,us,us
1058,2024-09-11T14:55:05.345Z,-17.7667,-178.6784,563.62,4.3,mb,59.0,54.0,3.115,0.64,us,us7000nd38,2024-09-17T08:38:13.040Z,"215 km E of Levuka, Fiji",earthquake,13.12,9.088,0.074,51.0,reviewed,us,us
1059,2024-09-11T14:40:51.858Z,-28.9415,-69.5019,111.62,4.7,mb,95.0,46.0,1.052,0.61,us,us7000nd32,2024-09-17T11:49:23.040Z,"127 km W of Vinchina, Argentina",earthquake,5.51,2.33,0.043,164.0,reviewed,us,us
1060,2024-09-11T13:41:10.120Z,23.8416,121.6688,45.454,4.5,mwr,71.0,70.0,0.562,0.42,us,us7000nd2t,2024-09-17T09:11:00.040Z,"16 km SSE of Hualien City, Taiwan",earthquake,2.21,5.961,0.073,18.0,reviewed,us,us
1065,2024-09-11T07:28:02.978Z,31.2018,70.571,33.01,5.1,mwb,99.0,51.0,3.341,0.95,us,us7000nd1m,2024-10-08T11:48:59.535Z,"36 km W of Karor, Pakistan",earthquake,7.98,4.53,0.055,32.0,reviewed,us,us
1069,2024-09-11T04:37:58.837Z,-6.3484,146.3879,108.664,4.5,mb,28.0,120.0,3.131,0.33,us,us7000nd0r,2024-09-12T01:16:01.040Z,"58 km E of Kainantu, Papua New Guinea",earthquake,10.04,9.034,0.115,22.0,reviewed,us,us
1072,2024-09-11T04:22:25.965Z,37.8941,22.3535,10.0,4.6,mb,73.0,64.0,0.791,0.81,us,us7000nd0m,2024-09-12T00:00:18.040Z,"24 km NNE of Levídion, Greece",earthquake,4.56,1.861,0.091,36.0,reviewed,us,us
1073,2024-09-11T03:59:38.659Z,19.6784,-71.3481,12.55,4.3,mb,57.0,93.0,0.508,0.59,us,us7000nd0i,2024-09-11T12:52:38.766Z,"8 km W of Villa Elisa, Dominican Republic",earthquake,4.62,1.721,0.103,27.0,reviewed,us,us
1074,2024-09-11T02:57:02.501Z,-7.8866,118.3419,191.111,4.5,mb,28.0,79.0,3.927,0.75,us,us7000nd0c,2024-09-11T03:27:55.040Z,"73 km N of Dompu, Indonesia",earthquake,10.12,8.578,0.135,16.0,reviewed,us,us
1079,2024-09-11T00:36:33.468Z,38.9988,27.8786,10.0,4.1,mb,52.0,36.0,0.734,1.27,us,us7000nczt,2024-10-04T23:35:18.040Z,"9 km NNE of Akhisar, Turkey",earthquake,3.36,1.919,0.214,7.0,reviewed,us,us
1080,2024-09-11T00:19:58.508Z,-18.1367,-69.4764,117.886,4.8,mb,108.0,125.0,0.2,0.65,us,us7000nczl,2024-10-04T23:25:24.040Z,"65 km SE of Palca, Peru",earthquake,7.83,4.731,0.056,100.0,reviewed,us,us
1082,2024-09-10T23:57:23.138Z,-55.8718,-26.3272,10.0,5.0,mb,36.0,122.0,6.049,1.05,us,us7000ncz7,2024-10-04T23:17:58.040Z,South Sandwich Islands region,earthquake,12.85,1.922,0.096,35.0,reviewed,us,us
1083,2024-09-10T23:50:39.499Z,-55.8397,-26.3233,10.0,5.7,mb,102.0,47.0,6.045,0.97,us,us7000ncz6,2024-10-04T23:17:40.887Z,South Sandwich Islands region,earthquake,10.37,1.852,0.06,99.0,reviewed,us,us
1085,2024-09-10T22:16:16.789Z,37.5633,57.0264,10.0,4.1,mb,31.0,196.0,0.939,1.35,us,us7000ncym,2024-10-04T23:00:48.040Z,"28 km WNW of Bojnūrd, Iran",earthquake,9.22,1.978,0.197,7.0,reviewed,us,us
1086,2024-09-10T22:01:21.115Z,-55.8068,-26.2394,10.0,5.1,mb,46.0,68.0,6.086,0.82,us,us7000ncyh,2024-10-04T22:57:52.040Z,South Sandwich Islands region,earthquake,11.37,1.882,0.087,43.0,reviewed,us,us
1087,2024-09-10T21:48:45.181Z,-55.8717,-26.1777,10.0,5.0,mb,31.0,68.0,6.132,0.65,us,us7000ncyc,2024-10-04T22:51:13.040Z,South Sandwich Islands region,earthquake,12.12,1.904,0.106,28.0,reviewed,us,us
1088,2024-09-10T21:39:12.501Z,-55.8493,-26.1325,10.0,5.1,mb,52.0,68.0,6.153,0.71,us,us7000ncy8,2024-10-04T22:47:28.040Z,South Sandwich Islands region,earthquake,11.65,1.891,0.081,49.0,reviewed,us,us
1090,2024-09-10T21:18:56.482Z,-55.8346,-26.1345,10.0,5.0,mb,44.0,68.0,6.149,0.69,us,us7000ncy0,2024-10-04T22:42:41.040Z,South Sandwich Islands region,earthquake,11.97,1.901,0.09,40.0,reviewed,us,us
1092,2024-09-10T21:02:53.818Z,-15.6109,-173.4547,85.297,5.0,mb,212.0,76.0,2.341,0.74,us,us7000ncxz,2024-10-04T22:39:50.040Z,"52 km NE of Hihifo, Tonga",earthquake,7.61,7.185,0.04,196.0,reviewed,us,us
1094,2024-09-10T20:10:41.385Z,59.5723,-30.6443,10.0,4.4,mb,31.0,50.0,6.777,1.04,us,us7000nd1i,2024-10-03T15:31:10.040Z,Reykjanes Ridge,earthquake,7.99,1.892,0.115,22.0,reviewed,us,us
1095,2024-09-10T20:05:27.098Z,5.3829,125.1256,10.0,4.5,mb,48.0,103.0,1.735,0.89,us,us7000ncx9,2024-10-03T15:29:54.040Z,"32 km SW of Balangonan, Philippines",earthquake,8.98,1.885,0.089,37.0,reviewed,us,us
